0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.329914554016571,0.5175396488478733,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.329914554016571,0.5175396488478733,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.329914554016571,0.5175396488478733,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.295311339347392,0.6624945125228837,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.295311339347392,0.6624945125228837,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.295311339347392,0.6624945125228837,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.2607081246782132,0.8074493761978941,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2607081246782132,0.8074493761978941,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2607081246782132,0.8074493761978941,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.2261049100090338,0.9524042398729047,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2261049100090338,0.9524042398729047,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2261049100090338,0.9524042398729047,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0725235188746027,1.097359103547915,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0725235188746027,1.097359103547915,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0725235188746027,1.097359103547915,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9189421277401709,1.2423139672229255,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9189421277401709,1.2423139672229255,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9189421277401709,1.2423139672229255,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7653607366057392,1.387268830897936,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7653607366057392,1.387268830897936,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7653607366057392,1.387268830897936,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5861824469488981,1.5322236945729464,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5861824469488981,1.5322236945729464,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5861824469488981,1.5322236945729464,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40700415729205747,1.6771785582479568,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.40700415729205747,1.6771785582479568,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.40700415729205747,1.6771785582479568,-1.0511359448566278,1.9104490272642949,1.0204078073404599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2278258676352161,-1.6567833062772834,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2278258676352161,-1.6567833062772834,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2278258676352161,-1.6567833062772834,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.15056115542869558,-1.511828442602273,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.15056115542869558,-1.511828442602273,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.15056115542869558,-1.511828442602273,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.07329644322217484,-1.3668735789272626,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.07329644322217484,-1.3668735789272626,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.07329644322217484,-1.3668735789272626,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.00396826898434592,-1.2219187152522522,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.00396826898434592,-1.2219187152522522,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.00396826898434592,-1.2219187152522522,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.15245722198591163,-1.0769638515772417,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.15245722198591163,-1.0769638515772417,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.15245722198591163,-1.0769638515772417,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3088827129561689,-0.9320089879022313,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3088827129561689,-0.9320089879022313,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3088827129561689,-0.9320089879022313,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.46530820392642647,-0.7870541242272208,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.46530820392642647,-0.7870541242272208,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.46530820392642647,-0.7870541242272208,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6269478779290236,-0.6420992605522103,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6269478779290236,-0.6420992605522103,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6269478779290236,-0.6420992605522103,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7885875519316209,-0.4971443968771999,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7885875519316209,-0.4971443968771999,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7885875519316209,-0.4971443968771999,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9502272259342182,-0.35218953320218943,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9502272259342182,-0.35218953320218943,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9502272259342182,-0.35218953320218943,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0606731028920076,-0.20723466952717898,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0606731028920076,-0.20723466952717898,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0606731028920076,-0.20723466952717898,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1711189798497965,-0.06227980585216853,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1711189798497965,-0.06227980585216853,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1711189798497965,-0.06227980585216853,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.2815648568075861,0.08267505782284193,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2815648568075861,0.08267505782284193,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2815648568075861,0.08267505782284193,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.3337066871310042,0.22762992149785238,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.3337066871310042,0.22762992149785238,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3337066871310042,0.22762992149785238,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.3858485174544206,0.3725847851728628,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.3858485174544206,0.3725847851728628,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3858485174544206,0.3725847851728628,-0.9387494844810229,1.9104490272642949,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
